group;kingdom;phylum;class;order;family;genus;species
ASV00001;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00002;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00003;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00004;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00005;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00006;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00007;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_heterothallicum
ASV00008;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporales_incertae_sedis;Phytophthora;Phytophthora_citricola
ASV00009;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00010;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_attrantheridium
ASV00011;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_attrantheridium
ASV00012;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00013;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_heterothallicum
ASV00014;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00015;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00016;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00017;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00018;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00019;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00020;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_heterothallicum
ASV00021;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00022;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00023;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00024;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00025;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00026;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00027;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00028;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_rostratifingens
ASV00029;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00030;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00031;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00032;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00033;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia_ferax
ASV00034;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00035;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00036;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00037;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_attrantheridium
ASV00038;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00039;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00040;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00041;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_intermedium
ASV00042;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00043;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00044;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;unclassified;unclassified
ASV00045;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00046;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00047;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;unclassified;unclassified
ASV00048;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_rostratifingens
ASV00049;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_attrantheridium
ASV00050;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_heterothallicum
ASV00051;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00052;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporales_incertae_sedis;Phytophthora;Phytophthora_citricola
ASV00053;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_intermedium
ASV00054;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00055;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00056;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00057;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_heterothallicum
ASV00058;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00059;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;unclassified;unclassified
ASV00060;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00061;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00062;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00063;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00064;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;unclassified;unclassified
ASV00065;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00066;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00067;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00068;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00069;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00070;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00071;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporales_incertae_sedis;Phytophthora;Phytophthora_citricola
ASV00072;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00073;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00074;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_intermedium
ASV00075;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00076;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00077;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00078;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00079;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00080;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00081;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00082;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;unclassified;unclassified
ASV00083;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_heterothallicum
ASV00084;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00085;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00086;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00087;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00088;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00089;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;unclassified;unclassified
ASV00090;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_rostratifingens
ASV00091;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00092;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00093;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00094;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;unclassified;unclassified
ASV00095;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporales_incertae_sedis;Phytophthora;Phytophthora_citricola
ASV00096;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00097;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00098;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00099;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00100;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;unclassified;unclassified
ASV00101;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00102;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;unclassified;unclassified
ASV00103;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00104;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00105;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00106;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00107;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00108;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia_ferax
ASV00109;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00110;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00111;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00112;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00113;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00114;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00115;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00116;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00117;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia_ferax
ASV00118;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00119;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00120;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00121;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00122;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00123;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00124;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00125;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00126;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;Plasmopara;Plasmopara_halstedii
ASV00127;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00128;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00129;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00130;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00131;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00132;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;unclassified;unclassified
ASV00133;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00134;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00135;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00136;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00137;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00138;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;unclassified;unclassified
ASV00139;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00140;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia_ferax
ASV00141;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00142;Eukaryota;Stramenopiles;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia_ferax
ASV00143;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00144;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00145;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00146;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00147;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00148;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00149;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00150;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00151;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00152;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00153;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00154;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00155;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00156;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_attrantheridium
ASV00157;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_attrantheridium
ASV00158;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00159;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00160;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00161;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00162;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00163;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;unclassified;unclassified;unclassified
ASV00164;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00165;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00166;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00167;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00168;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00169;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;unclassified;unclassified;unclassified
ASV00170;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;unclassified;unclassified;unclassified
ASV00171;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00172;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00173;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00174;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00175;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00176;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00177;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00178;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00179;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;unclassified;unclassified
ASV00180;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00181;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00182;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_attrantheridium
ASV00183;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00184;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00185;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00186;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00187;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00188;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00189;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00190;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00191;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00192;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_intermedium
ASV00193;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00194;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00195;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporales_incertae_sedis;Phytophthora;Phytophthora_citricola
ASV00196;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00197;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00198;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;unclassified;unclassified;unclassified
ASV00199;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00200;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00201;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;unclassified;unclassified
ASV00202;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00203;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00204;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00205;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00206;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;unclassified;unclassified;unclassified
ASV00207;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00208;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00209;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00210;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00211;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00212;Eukaryota;Stramenopiles;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00213;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00214;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00215;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;unclassified;unclassified;unclassified
ASV00216;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00217;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00218;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00219;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00220;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00221;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;Peronospora;unclassified
ASV00222;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00223;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00224;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_attrantheridium
ASV00225;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00226;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00227;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00228;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00229;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;unclassified;unclassified
ASV00230;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00231;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_rostratifingens
ASV00232;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00233;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00234;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00235;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
ASV00236;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00237;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00238;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kunmingense
ASV00239;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium_kandovanense
ASV00240;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00241;Eukaryota;Stramenopiles;Oomycetes;unclassified;unclassified;unclassified;unclassified
ASV00242;Eukaryota;Stramenopiles;Oomycetes;Pythiales;Pythiaceae;Pythium;unclassified
